cnpj;razao_social;numero_nota;data_emissao;codigo_item;descricao_item;quantidade;valor_unitario;imposto_item
35.927.164/0001-43;das Neves;345396;2025-02-24;412499;A arte de realizar seus sonhos com toda a tranquilidade;10;70.99;49.11
35.927.164/0001-43;das Neves;982862;2025-04-04;999327;A simplicidade de mudar de maneira eficaz;1;267.56;24.73
35.927.164/0001-43;das Neves;982862;2025-04-04;625539;A possibilidade de conseguir antes de tudo;1;224.94;31.49
35.927.164/0001-43;das Neves;982862;2025-04-04;964569;A simplicidade de conseguir com confiança;4;928.84;836.23
35.927.164/0001-43;das Neves;982862;2025-04-04;611313;A vantagem de evoluir direto da fonte;10;731.87;1089.48
35.927.164/0001-43;das Neves;982862;2025-04-04;922126;A liberdade de realizar seus sonhos mais facilmente;9;342.7;436.65
35.927.164/0001-43;das Neves;953973;2025-02-21;608237;A simplicidade de evoluir mais rapidamente;5;921.36;428.03
35.927.164/0001-43;das Neves;953973;2025-02-21;724063;O direito de realizar seus sonhos em estado puro;3;766.53;386.75
35.927.164/0001-43;das Neves;319017;2024-12-23;335266;O conforto de concretizar seus projetos simplesmente;10;196.29;381.36
35.927.164/0001-43;das Neves;319017;2024-12-23;532427;A arte de inovar em estado puro;9;851.37;1465.72
35.927.164/0001-43;das Neves;319017;2024-12-23;646588;O conforto de evoluir de maneira eficaz;1;715.14;156.79
35.927.164/0001-43;das Neves;295240;2025-02-13;744524;A segurança de avançar com força total;10;477.8;303.78
35.927.164/0001-43;das Neves;362036;2025-02-09;778907;A possibilidade de inovar mais facilmente;7;742.61;561.62
35.927.164/0001-43;das Neves;362036;2025-02-09;359598;A certeza de avançar naturalmente;8;528.62;428.64
35.927.164/0001-43;das Neves;362036;2025-02-09;764919;O direito de atingir seus objetivos simplesmente;10;802.41;1770.2
35.927.164/0001-43;das Neves;185374;2025-03-16;447868;A arte de avançar mais facilmente;1;599.8;81.91
35.927.164/0001-43;das Neves;964885;2025-03-15;399121;A arte de ganhar mais rapidamente;5;404.72;290.08
35.927.164/0001-43;das Neves;964885;2025-03-15;674802;A segurança de ganhar mais rapidamente;10;641.22;385.6
35.927.164/0001-43;das Neves;964885;2025-03-15;342841;A possibilidade de avançar com força total;2;694.69;175.04
35.927.164/0001-43;das Neves;964885;2025-03-15;544921;A possibilidade de inovar com confiança;8;587.34;773.12
35.927.164/0001-43;das Neves;237157;2024-12-09;441185;O poder de evoluir simplesmente;8;920.57;1231.25
35.927.164/0001-43;das Neves;237157;2024-12-09;840438;A segurança de mudar naturalmente;10;467.44;632.76
35.927.164/0001-43;das Neves;237157;2024-12-09;600248;O direito de evoluir mais facilmente;1;179.27;31.61
35.927.164/0001-43;das Neves;237157;2024-12-09;382789;A arte de conseguir mais facilmente;4;735.49;646.82
35.927.164/0001-43;das Neves;374601;2025-04-07;319292;A segurança de mudar direto da fonte;10;460.14;943.41
35.927.164/0001-43;das Neves;374601;2025-04-07;977685;A liberdade de evoluir direto da fonte;9;381.36;526.42
35.927.164/0001-43;das Neves;374601;2025-04-07;712076;A simplicidade de concretizar seus projetos antes de tudo;2;328.38;153.81
35.927.164/0001-43;das Neves;307968;2025-04-19;830119;A vantagem de avançar naturalmente;6;732.36;402.32
35.927.164/0001-43;das Neves;307968;2025-04-19;158628;A possibilidade de conseguir com força total;8;758.57;1026.75
35.927.164/0001-43;das Neves;307968;2025-04-19;904406;O poder de atingir seus objetivos simplesmente;10;628.3;821.12
35.927.164/0001-43;das Neves;316360;2024-12-08;929473;O poder de atingir seus objetivos em estado puro;10;557.25;1361.66
35.927.164/0001-43;das Neves;316360;2024-12-08;532628;A liberdade de inovar de maneira eficaz;3;322.19;107.7
35.927.164/0001-43;das Neves;418211;2025-01-01;429890;A segurança de inovar antes de tudo;4;956.25;599.15
35.927.164/0001-43;das Neves;418211;2025-01-01;731666;A certeza de avançar de maneira eficaz;4;662.43;428.99
35.927.164/0001-43;das Neves;516261;2025-01-28;785082;O poder de atingir seus objetivos com toda a tranquilidade;7;789.21;1326.59
35.927.164/0001-43;das Neves;516261;2025-01-28;775363;A segurança de conseguir direto da fonte;10;105.64;200.29
35.927.164/0001-43;das Neves;516261;2025-01-28;914569;A certeza de ganhar em estado puro;1;449.91;26.02
35.927.164/0001-43;das Neves;402152;2024-11-19;898469;A arte de avançar sem preocupação;5;935.64;985.47
35.927.164/0001-43;das Neves;402152;2024-11-19;887718;A certeza de evoluir com força total;4;160.87;115.28
35.927.164/0001-43;das Neves;402152;2024-11-19;859615;O conforto de realizar seus sonhos de maneira eficaz;7;347.16;600.17
35.927.164/0001-43;das Neves;850547;2025-03-07;795061;A certeza de avançar mais rapidamente;4;733.32;274.81
35.927.164/0001-43;das Neves;850547;2025-03-07;283603;A segurança de ganhar de maneira eficaz;5;137.01;37.27
35.927.164/0001-43;das Neves;982424;2025-03-21;327904;A vantagem de atingir seus objetivos mais rapidamente;2;590.53;109.25
35.927.164/0001-43;das Neves;982424;2025-03-21;936443;O prazer de ganhar mais facilmente;6;666.49;223.35
35.927.164/0001-43;das Neves;982424;2025-03-21;850210;A arte de evoluir com confiança;8;986.41;1709.92
35.927.164/0001-43;das Neves;766605;2024-12-31;694618;O conforto de realizar seus sonhos de maneira eficaz;8;212.56;335.87
35.927.164/0001-43;das Neves;766605;2024-12-31;477267;A possibilidade de realizar seus sonhos simplesmente;1;964.99;55.79
35.927.164/0001-43;das Neves;766605;2024-12-31;220274;A liberdade de concretizar seus projetos direto da fonte;5;371.61;351.45
35.927.164/0001-43;das Neves;766605;2024-12-31;987655;A simplicidade de ganhar com toda a tranquilidade;3;92.97;54.62
35.927.164/0001-43;das Neves;393507;2025-04-06;701726;A certeza de concretizar seus projetos naturalmente;6;773.72;1001.98
35.927.164/0001-43;das Neves;393507;2025-04-06;199580;A arte de mudar com força total;6;945.24;1294.3
35.927.164/0001-43;das Neves;393507;2025-04-06;712088;A segurança de avançar mais rapidamente;5;798.67;608.18
35.927.164/0001-43;das Neves;339852;2024-12-06;870315;O conforto de ganhar antes de tudo;7;635.42;723.27
35.927.164/0001-43;das Neves;339852;2024-12-06;715628;O conforto de concretizar seus projetos sem preocupação;10;409.86;786.76
35.927.164/0001-43;das Neves;339852;2024-12-06;581522;O poder de conseguir simplesmente;7;260.87;375.44
35.927.164/0001-43;das Neves;339852;2024-12-06;616636;O direito de inovar em estado puro;2;858.45;347.5
35.927.164/0001-43;das Neves;693059;2025-03-08;983361;A simplicidade de conseguir com toda a tranquilidade;7;594.96;398.78
35.927.164/0001-43;das Neves;693059;2025-03-08;322461;A possibilidade de realizar seus sonhos de maneira eficaz;3;248.6;84.9
35.927.164/0001-43;das Neves;693059;2025-03-08;666364;O prazer de realizar seus sonhos naturalmente;7;571.14;309.99
35.927.164/0001-43;das Neves;129916;2024-11-27;572782;O conforto de evoluir com força total;8;739.66;1202.57
35.927.164/0001-43;das Neves;129916;2024-11-27;461990;A arte de ganhar com confiança;6;562.08;555.5
35.927.164/0001-43;das Neves;846007;2025-04-12;647996;A liberdade de ganhar com força total;9;84.47;135.26
35.927.164/0001-43;das Neves;846007;2025-04-12;798847;A segurança de ganhar com confiança;5;586.18;413.34
35.927.164/0001-43;das Neves;846007;2025-04-12;903604;A vantagem de atingir seus objetivos sem preocupação;10;958.46;748.01
35.927.164/0001-43;das Neves;133995;2025-01-15;177314;O direito de avançar mais rapidamente;9;797.75;1105.67
35.927.164/0001-43;das Neves;133995;2025-01-15;863964;O direito de realizar seus sonhos simplesmente;6;785.93;611.19
35.927.164/0001-43;das Neves;901201;2024-11-17;704510;A arte de concretizar seus projetos naturalmente;1;147.85;35.01
35.927.164/0001-43;das Neves;183466;2024-12-11;819291;A certeza de ganhar direto da fonte;2;379.83;95.62
35.927.164/0001-43;das Neves;235648;2024-12-04;661977;O poder de conseguir em estado puro;8;504.47;281.27
35.927.164/0001-43;das Neves;235648;2024-12-04;485552;A possibilidade de concretizar seus projetos de maneira eficaz;7;810.55;878.97
35.927.164/0001-43;das Neves;235648;2024-12-04;759555;A arte de evoluir mais facilmente;9;271.82;397.1
35.927.164/0001-43;das Neves;235648;2024-12-04;727056;A simplicidade de mudar naturalmente;4;499.92;331.09
35.927.164/0001-43;das Neves;942258;2025-03-31;853043;A segurança de conseguir em estado puro;4;620.16;203.39
35.927.164/0001-43;das Neves;942258;2025-03-31;953560;A certeza de concretizar seus projetos naturalmente;6;740.8;697.31
35.927.164/0001-43;das Neves;942258;2025-03-31;607917;O conforto de realizar seus sonhos direto da fonte;10;694.75;483.03
35.927.164/0001-43;das Neves;950889;2025-03-06;543325;A segurança de concretizar seus projetos com toda a tranquilidade;9;644.36;1326.94
35.927.164/0001-43;das Neves;950889;2025-03-06;174209;O prazer de avançar com confiança;2;203.21;49.63
35.927.164/0001-43;das Neves;950889;2025-03-06;232059;A vantagem de concretizar seus projetos com força total;6;743.11;722.01
35.927.164/0001-43;das Neves;470417;2025-05-04;834074;O direito de avançar direto da fonte;2;763.39;206.85
35.927.164/0001-43;das Neves;706839;2025-05-08;857074;O poder de conseguir simplesmente;6;849.52;368.88
35.927.164/0001-43;das Neves;706839;2025-05-08;922216;A possibilidade de concretizar seus projetos com confiança;6;795.73;616.3
35.927.164/0001-43;das Neves;706839;2025-05-08;864465;O conforto de realizar seus sonhos antes de tudo;4;870.53;343.95
35.927.164/0001-43;das Neves;706839;2025-05-08;117837;A possibilidade de avançar em estado puro;1;277.41;56.93
35.927.164/0001-43;das Neves;410002;2025-04-13;247879;A simplicidade de concretizar seus projetos naturalmente;5;967.92;804.84
35.927.164/0001-43;das Neves;410002;2025-04-13;975558;A segurança de conseguir direto da fonte;8;650.7;1163.43
35.927.164/0001-43;das Neves;410002;2025-04-13;800803;O direito de mudar sem preocupação;2;864.43;293.99
35.927.164/0001-43;das Neves;410002;2025-04-13;775396;A vantagem de inovar com toda a tranquilidade;10;742.2;1014.39
35.927.164/0001-43;das Neves;410002;2025-04-13;290714;O direito de inovar com toda a tranquilidade;1;123.61;12.02
35.927.164/0001-43;das Neves;505276;2025-01-06;855874;A segurança de concretizar seus projetos naturalmente;7;551.45;620.09
35.927.164/0001-43;das Neves;505276;2025-01-06;391760;O poder de evoluir naturalmente;8;338.44;503.15
35.927.164/0001-43;das Neves;505276;2025-01-06;323229;A certeza de mudar com toda a tranquilidade;8;673.33;822.74
35.927.164/0001-43;das Neves;505276;2025-01-06;527009;A arte de avançar com confiança;9;287.83;408.14
35.927.164/0001-43;das Neves;152890;2025-01-28;791149;A certeza de mudar antes de tudo;10;554.88;1311.23
35.927.164/0001-43;das Neves;152890;2025-01-28;430426;A vantagem de realizar seus sonhos antes de tudo;2;776.78;260.34
35.927.164/0001-43;das Neves;152890;2025-01-28;939067;O direito de atingir seus objetivos antes de tudo;4;236.84;112.48
35.927.164/0001-43;das Neves;152890;2025-01-28;284023;O direito de realizar seus sonhos simplesmente;7;641.7;355.8
35.927.164/0001-43;das Neves;152890;2025-01-28;893657;A arte de atingir seus objetivos direto da fonte;2;698.19;305.58
35.927.164/0001-43;das Neves;150456;2025-04-17;229502;O poder de concretizar seus projetos em estado puro;5;118.32;131.78
35.927.164/0001-43;das Neves;353903;2025-01-13;692144;A certeza de conseguir sem preocupação;8;638.06;679.92
35.927.164/0001-43;das Neves;353903;2025-01-13;714626;A segurança de concretizar seus projetos direto da fonte;8;626.88;433.02
35.927.164/0001-43;das Neves;353903;2025-01-13;514202;A liberdade de concretizar seus projetos sem preocupação;3;365.34;135.28
35.927.164/0001-43;das Neves;353903;2025-01-13;549163;O prazer de mudar antes de tudo;8;137.98;65.86
35.927.164/0001-43;das Neves;353903;2025-01-13;406919;A liberdade de conseguir sem preocupação;4;653.46;642.49
35.927.164/0001-43;das Neves;403967;2025-02-20;253244;O poder de evoluir mais facilmente;3;946.85;644.68
35.927.164/0001-43;das Neves;403967;2025-02-20;916296;A simplicidade de realizar seus sonhos antes de tudo;3;257.1;57.45
35.927.164/0001-43;das Neves;403967;2025-02-20;772985;A segurança de mudar simplesmente;6;828.92;511.84
35.927.164/0001-43;das Neves;403967;2025-02-20;872553;A vantagem de ganhar mais facilmente;2;525.96;222.35
35.927.164/0001-43;das Neves;403967;2025-02-20;501590;A liberdade de conseguir com confiança;2;556.42;258.14
35.927.164/0001-43;das Neves;209579;2024-12-20;843359;O prazer de evoluir direto da fonte;6;334.41;480.4
35.927.164/0001-43;das Neves;209579;2024-12-20;895829;A arte de mudar mais facilmente;5;971.86;868.2
35.927.164/0001-43;das Neves;209579;2024-12-20;772771;A simplicidade de ganhar com confiança;4;421.74;123.41
35.927.164/0001-43;das Neves;174862;2025-03-24;901089;O prazer de inovar com força total;6;310.89;300.38
35.927.164/0001-43;das Neves;174862;2025-03-24;159525;O conforto de inovar com força total;4;500.16;133.16
35.927.164/0001-43;das Neves;619953;2025-03-27;454414;A simplicidade de evoluir mais facilmente;3;531.14;257.82
35.927.164/0001-43;das Neves;619953;2025-03-27;379078;A certeza de concretizar seus projetos sem preocupação;5;777.86;563.47
35.927.164/0001-43;das Neves;255272;2024-11-28;232815;O poder de ganhar de maneira eficaz;6;414.64;474.64
35.927.164/0001-43;das Neves;255272;2024-11-28;824198;A arte de ganhar antes de tudo;8;91.63;105.34
35.927.164/0001-43;das Neves;255272;2024-11-28;684648;O direito de conseguir mais facilmente;4;424.63;308.15
35.927.164/0001-43;das Neves;255272;2024-11-28;895139;A segurança de atingir seus objetivos mais rapidamente;6;978.34;1357.81
35.927.164/0001-43;das Neves;255272;2024-11-28;208538;A certeza de avançar simplesmente;1;568.25;51.14
35.927.164/0001-43;das Neves;564559;2025-02-03;554414;A certeza de ganhar com força total;6;198.63;253.68
35.927.164/0001-43;das Neves;564559;2025-02-03;713429;O direito de atingir seus objetivos mais rapidamente;8;860.6;1511.91
35.927.164/0001-43;das Neves;564559;2025-02-03;142655;O prazer de realizar seus sonhos com força total;1;802.81;153.79
35.927.164/0001-43;das Neves;564559;2025-02-03;635191;A liberdade de avançar direto da fonte;3;885.06;258.83
35.927.164/0001-43;das Neves;213828;2024-12-12;555443;A liberdade de conseguir naturalmente;9;989.11;968.48
35.927.164/0001-43;das Neves;213828;2024-12-12;981550;A segurança de concretizar seus projetos com confiança;6;637.25;337.02
35.927.164/0001-43;das Neves;213828;2024-12-12;301624;O prazer de evoluir mais facilmente;7;329.49;216.64
35.927.164/0001-43;das Neves;213828;2024-12-12;166181;A possibilidade de mudar direto da fonte;7;258.02;391.12
35.927.164/0001-43;das Neves;213828;2024-12-12;278526;A arte de atingir seus objetivos com toda a tranquilidade;9;79.32;140.63
35.927.164/0001-43;das Neves;773611;2025-01-08;512074;A possibilidade de ganhar simplesmente;3;849.68;487.38
35.927.164/0001-43;das Neves;773611;2025-01-08;557731;A certeza de ganhar antes de tudo;7;288.85;272.38
35.927.164/0001-43;das Neves;773611;2025-01-08;882466;A arte de ganhar de maneira eficaz;2;658.29;176.29
35.927.164/0001-43;das Neves;284105;2024-12-08;890913;A simplicidade de ganhar naturalmente;3;662.18;416.85
35.927.164/0001-43;das Neves;284105;2024-12-08;655067;O direito de concretizar seus projetos sem preocupação;5;457.63;262.99
35.927.164/0001-43;das Neves;291941;2025-04-12;640530;A simplicidade de mudar direto da fonte;2;439.32;93.65
35.927.164/0001-43;das Neves;291941;2025-04-12;281130;O direito de atingir seus objetivos simplesmente;5;249.3;160.64
35.927.164/0001-43;das Neves;845979;2025-03-05;832219;A certeza de atingir seus objetivos de maneira eficaz;2;654.0;140.84
35.927.164/0001-43;das Neves;464768;2024-11-19;821891;A simplicidade de atingir seus objetivos com força total;3;603.47;383.58
35.927.164/0001-43;das Neves;464768;2024-11-19;262766;A liberdade de evoluir naturalmente;1;539.72;107.77
35.927.164/0001-43;das Neves;531655;2025-05-05;509618;O conforto de evoluir mais facilmente;3;644.54;386.41
35.927.164/0001-43;das Neves;531655;2025-05-05;568039;A vantagem de concretizar seus projetos antes de tudo;8;94.24;187.79
35.927.164/0001-43;das Neves;531655;2025-05-05;826893;A liberdade de conseguir naturalmente;3;84.13;41.79
35.927.164/0001-43;das Neves;531655;2025-05-05;518790;O direito de conseguir naturalmente;9;701.08;1205.99
35.927.164/0001-43;das Neves;410795;2025-03-18;118207;A segurança de avançar antes de tudo;4;388.2;110.58
35.927.164/0001-43;das Neves;732577;2025-03-25;243371;O conforto de conseguir de maneira eficaz;2;250.5;121.11
35.927.164/0001-43;das Neves;732577;2025-03-25;638317;A vantagem de mudar com toda a tranquilidade;5;521.6;424.88
35.927.164/0001-43;das Neves;732577;2025-03-25;628249;A vantagem de conseguir sem preocupação;5;782.77;253.42
35.927.164/0001-43;das Neves;732577;2025-03-25;702189;A vantagem de concretizar seus projetos mais facilmente;4;977.88;319.22
35.927.164/0001-43;das Neves;732577;2025-03-25;159059;O poder de evoluir com confiança;9;677.77;1052.61
35.927.164/0001-43;das Neves;598037;2024-11-28;691092;A liberdade de mudar direto da fonte;9;319.74;192.19
35.927.164/0001-43;das Neves;598037;2024-11-28;879648;A vantagem de avançar com confiança;10;738.75;1736.29
35.927.164/0001-43;das Neves;598037;2024-11-28;368044;A vantagem de atingir seus objetivos direto da fonte;6;416.46;496.08
35.927.164/0001-43;das Neves;374456;2025-03-12;600635;O prazer de conseguir antes de tudo;6;301.52;98.48
35.927.164/0001-43;das Neves;374456;2025-03-12;703835;A segurança de concretizar seus projetos mais rapidamente;2;859.85;391.42
35.927.164/0001-43;das Neves;374456;2025-03-12;569289;O conforto de atingir seus objetivos de maneira eficaz;4;233.47;206.16
35.927.164/0001-43;das Neves;374456;2025-03-12;132399;A possibilidade de evoluir mais facilmente;5;236.76;198.45
35.927.164/0001-43;das Neves;709093;2025-02-21;358337;A liberdade de concretizar seus projetos sem preocupação;10;560.12;631.39
35.927.164/0001-43;das Neves;709093;2025-02-21;776334;O conforto de concretizar seus projetos de maneira eficaz;7;220.1;86.52
35.927.164/0001-43;das Neves;709093;2025-02-21;422976;A certeza de realizar seus sonhos antes de tudo;6;608.33;701.0
35.927.164/0001-43;das Neves;709093;2025-02-21;650672;A possibilidade de realizar seus sonhos sem preocupação;3;518.41;328.28
35.927.164/0001-43;das Neves;709093;2025-02-21;885846;A possibilidade de evoluir de maneira eficaz;3;183.73;111.01
35.927.164/0001-43;das Neves;576118;2025-01-30;578738;O conforto de evoluir com confiança;8;460.94;800.84
35.927.164/0001-43;das Neves;737020;2025-03-22;717856;O prazer de evoluir naturalmente;2;677.89;110.08
35.927.164/0001-43;das Neves;737020;2025-03-22;236313;A certeza de inovar naturalmente;6;968.8;1137.93
35.927.164/0001-43;das Neves;665569;2025-03-30;949375;A arte de realizar seus sonhos com força total;9;276.46;172.96
35.927.164/0001-43;das Neves;319622;2025-01-15;836897;A certeza de concretizar seus projetos naturalmente;1;919.1;214.79
35.927.164/0001-43;das Neves;319622;2025-01-15;167654;A vantagem de atingir seus objetivos com confiança;1;350.09;69.13
35.927.164/0001-43;das Neves;319622;2025-01-15;243199;A liberdade de atingir seus objetivos com toda a tranquilidade;7;769.03;638.55
35.927.164/0001-43;das Neves;319622;2025-01-15;568118;O conforto de inovar antes de tudo;9;337.46;667.45
35.927.164/0001-43;das Neves;319622;2025-01-15;643095;A arte de concretizar seus projetos simplesmente;4;577.96;476.7
35.927.164/0001-43;das Neves;245284;2025-02-09;207898;A certeza de concretizar seus projetos sem preocupação;10;819.61;675.84
35.927.164/0001-43;das Neves;245284;2025-02-09;292427;A segurança de concretizar seus projetos de maneira eficaz;7;539.89;842.69
35.927.164/0001-43;das Neves;394816;2025-04-20;619139;O poder de ganhar sem preocupação;10;998.77;1406.4
35.927.164/0001-43;das Neves;394816;2025-04-20;123665;O direito de conseguir naturalmente;2;57.89;25.54
35.927.164/0001-43;das Neves;394816;2025-04-20;528795;O conforto de realizar seus sonhos em estado puro;9;478.16;339.0
35.927.164/0001-43;das Neves;394816;2025-04-20;263398;O conforto de realizar seus sonhos com toda a tranquilidade;3;328.03;199.9
35.927.164/0001-43;das Neves;605902;2024-12-14;231253;A possibilidade de conseguir com força total;5;956.08;667.31
35.927.164/0001-43;das Neves;648159;2024-12-10;969387;O poder de avançar com confiança;8;479.76;447.88
35.927.164/0001-43;das Neves;648159;2024-12-10;119654;A certeza de avançar sem preocupação;4;942.42;839.39
35.927.164/0001-43;das Neves;648159;2024-12-10;734781;A segurança de ganhar simplesmente;5;929.08;645.91
35.927.164/0001-43;das Neves;410456;2025-05-01;703248;O prazer de realizar seus sonhos naturalmente;10;970.45;624.05
35.927.164/0001-43;das Neves;410456;2025-05-01;804047;A arte de atingir seus objetivos com confiança;5;894.21;449.83
35.927.164/0001-43;das Neves;514206;2025-04-02;164332;A possibilidade de realizar seus sonhos de maneira eficaz;2;989.82;292.89
35.927.164/0001-43;das Neves;514206;2025-04-02;816400;O prazer de atingir seus objetivos naturalmente;3;728.97;359.8
35.927.164/0001-43;das Neves;384060;2025-01-12;796483;A vantagem de ganhar direto da fonte;2;624.65;189.5
35.927.164/0001-43;das Neves;384060;2025-01-12;528226;O conforto de concretizar seus projetos com força total;1;770.66;156.38
35.927.164/0001-43;das Neves;384060;2025-01-12;334346;O prazer de evoluir com toda a tranquilidade;2;814.06;230.82
35.927.164/0001-43;das Neves;592029;2024-12-09;709486;A simplicidade de ganhar direto da fonte;6;856.7;936.19
35.927.164/0001-43;das Neves;592029;2024-12-09;472833;O prazer de atingir seus objetivos de maneira eficaz;8;127.03;88.2
35.927.164/0001-43;das Neves;592029;2024-12-09;726433;A vantagem de avançar com força total;2;625.12;173.65
35.927.164/0001-43;das Neves;638256;2025-03-02;629673;A possibilidade de conseguir em estado puro;1;894.51;188.01
35.927.164/0001-43;das Neves;638256;2025-03-02;900680;A segurança de avançar sem preocupação;4;789.14;379.02
35.927.164/0001-43;das Neves;638256;2025-03-02;477701;A possibilidade de atingir seus objetivos sem preocupação;5;817.88;253.85
35.927.164/0001-43;das Neves;936240;2025-05-02;628149;A arte de evoluir de maneira eficaz;8;388.95;363.26
35.927.164/0001-43;das Neves;936240;2025-05-02;573570;O direito de avançar com confiança;4;140.69;101.48
35.927.164/0001-43;das Neves;936240;2025-05-02;811909;O direito de inovar de maneira eficaz;7;964.77;749.0
35.927.164/0001-43;das Neves;821923;2025-01-08;472930;A simplicidade de atingir seus objetivos em estado puro;7;910.11;505.25
35.927.164/0001-43;das Neves;821923;2025-01-08;648533;O direito de atingir seus objetivos sem preocupação;2;484.77;61.08
35.927.164/0001-43;das Neves;821923;2025-01-08;800695;A liberdade de inovar naturalmente;8;537.07;942.02
35.927.164/0001-43;das Neves;979622;2024-11-30;678552;A arte de avançar mais rapidamente;9;404.07;412.01
35.927.164/0001-43;das Neves;979622;2024-11-30;698886;A vantagem de conseguir de maneira eficaz;5;348.65;421.2
35.927.164/0001-43;das Neves;979622;2024-11-30;114636;A segurança de avançar sem preocupação;3;212.0;117.69
35.927.164/0001-43;das Neves;979622;2024-11-30;611368;A segurança de evoluir de maneira eficaz;8;999.94;1517.86
35.927.164/0001-43;das Neves;982253;2025-01-25;874839;O conforto de ganhar direto da fonte;6;808.28;782.2
35.927.164/0001-43;das Neves;982253;2025-01-25;328531;A vantagem de concretizar seus projetos mais facilmente;7;674.41;291.13
35.927.164/0001-43;das Neves;982253;2025-01-25;735843;A liberdade de evoluir de maneira eficaz;2;76.93;12.61
35.927.164/0001-43;das Neves;982253;2025-01-25;340839;A segurança de evoluir com força total;7;514.43;545.44
35.927.164/0001-43;das Neves;418898;2025-05-07;329008;A arte de concretizar seus projetos com toda a tranquilidade;9;206.28;435.79
35.927.164/0001-43;das Neves;418898;2025-05-07;789266;A liberdade de ganhar direto da fonte;8;74.07;125.29
35.927.164/0001-43;das Neves;263430;2024-12-28;694279;A arte de concretizar seus projetos com confiança;1;287.89;49.13
35.927.164/0001-43;das Neves;991365;2025-01-13;220755;O conforto de ganhar mais facilmente;4;210.32;122.73
35.927.164/0001-43;das Neves;991365;2025-01-13;347123;A liberdade de inovar direto da fonte;6;213.96;196.34
35.927.164/0001-43;das Neves;991365;2025-01-13;936289;A segurança de inovar mais rapidamente;6;284.87;200.93
35.927.164/0001-43;das Neves;991365;2025-01-13;787977;A certeza de avançar antes de tudo;4;777.64;270.25
35.927.164/0001-43;das Neves;391957;2025-04-14;482426;O direito de inovar de maneira eficaz;9;772.37;1670.51
35.927.164/0001-43;das Neves;391957;2025-04-14;637133;O prazer de mudar simplesmente;10;461.79;734.28
35.927.164/0001-43;das Neves;391957;2025-04-14;645120;A vantagem de mudar sem preocupação;10;382.56;730.83
35.927.164/0001-43;das Neves;128132;2025-04-16;157198;O poder de concretizar seus projetos naturalmente;10;139.22;220.54
35.927.164/0001-43;das Neves;657874;2025-02-25;316705;A liberdade de atingir seus objetivos de maneira eficaz;7;999.77;1476.2
35.927.164/0001-43;das Neves;657874;2025-02-25;648503;A arte de concretizar seus projetos mais rapidamente;2;564.55;94.5
35.927.164/0001-43;das Neves;657874;2025-02-25;222925;A certeza de conseguir antes de tudo;2;573.91;77.3
35.927.164/0001-43;das Neves;657874;2025-02-25;792431;A vantagem de atingir seus objetivos em estado puro;2;95.83;22.31
35.927.164/0001-43;das Neves;657874;2025-02-25;380690;A certeza de inovar com força total;6;259.48;272.69
35.927.164/0001-43;das Neves;547509;2025-03-12;797293;A possibilidade de conseguir simplesmente;9;911.27;1824.24
35.927.164/0001-43;das Neves;547509;2025-03-12;428617;A possibilidade de atingir seus objetivos mais facilmente;3;304.14;65.61
35.927.164/0001-43;das Neves;547509;2025-03-12;277834;A segurança de ganhar sem preocupação;8;556.96;463.11
35.927.164/0001-43;das Neves;547509;2025-03-12;790807;A certeza de ganhar de maneira eficaz;5;225.9;228.36
35.927.164/0001-43;das Neves;818916;2025-03-03;594789;A simplicidade de evoluir com toda a tranquilidade;5;390.39;211.32
35.927.164/0001-43;das Neves;818916;2025-03-03;832244;A simplicidade de ganhar mais facilmente;8;386.39;155.33
35.927.164/0001-43;das Neves;818916;2025-03-03;157909;A vantagem de avançar mais rapidamente;4;315.29;258.74
35.927.164/0001-43;das Neves;818916;2025-03-03;124155;O prazer de conseguir com confiança;9;944.06;1730.5
35.927.164/0001-43;das Neves;818916;2025-03-03;302872;O prazer de realizar seus sonhos com toda a tranquilidade;8;688.41;978.54
35.927.164/0001-43;das Neves;647414;2025-02-01;745040;A possibilidade de realizar seus sonhos direto da fonte;8;656.86;306.84
35.927.164/0001-43;das Neves;647414;2025-02-01;115496;A vantagem de mudar mais facilmente;6;580.57;561.63
35.927.164/0001-43;das Neves;502680;2024-11-28;502138;A arte de atingir seus objetivos mais rapidamente;8;529.84;715.82
35.927.164/0001-43;das Neves;502680;2024-11-28;598361;A segurança de concretizar seus projetos com confiança;4;970.05;535.1
35.927.164/0001-43;das Neves;502680;2024-11-28;241733;A liberdade de inovar com confiança;7;774.07;1104.79
35.927.164/0001-43;das Neves;502680;2024-11-28;978311;A segurança de evoluir mais facilmente;5;763.83;266.16
35.927.164/0001-43;das Neves;502680;2024-11-28;396829;A certeza de evoluir antes de tudo;9;259.01;487.0
35.927.164/0001-43;das Neves;798958;2025-03-13;515317;A liberdade de evoluir de maneira eficaz;1;580.8;72.85
35.927.164/0001-43;das Neves;798958;2025-03-13;990429;A arte de inovar em estado puro;1;381.46;24.27
35.927.164/0001-43;das Neves;798958;2025-03-13;377592;A vantagem de realizar seus sonhos sem preocupação;8;251.65;361.91
35.927.164/0001-43;das Neves;210430;2025-05-11;111191;A vantagem de evoluir mais rapidamente;3;805.35;517.88
35.927.164/0001-43;das Neves;210430;2025-05-11;607441;O direito de inovar com força total;5;552.18;600.84
35.927.164/0001-43;das Neves;836662;2025-04-04;761261;O direito de inovar naturalmente;1;438.3;50.1
